tour_id,guide_name,city,tour_title,duration_hours,group_size_max,base_price_usd,years_of_experience,transport_included,meals_included,rating,number_of_reviews,cluster_label,available_datetime,accessibility,languages_spoken,long_tour,large_group,senior_guide,high_rating,price_score,rating_score,reviews_score,experience_score,duration_score,transport_score,meal_score,senior_guide_score,rating_bonus,tour_score,tour_description
379,aisha ibrahim,Luxor,Exclusive Luxor Full-Day Experience,8.2,3,310.72,11.0,1,1,4.9,171,Luxury,2026-04-05 16:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.0871110849957398,0.98,0.8782941879373657,0.55,0.8367346938775508,1,1,1,1,0.8549581248716704,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
380,aisha ibrahim,Luxor,Exclusive Luxor Full-Day Experience,8.2,3,310.72,11.0,1,1,4.9,171,Luxury,2026-03-13 14:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.0871110849957398,0.98,0.8782941879373657,0.55,0.8367346938775508,1,1,1,1,0.8549581248716704,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
381,aisha ibrahim,Luxor,Exclusive Luxor Full-Day Experience,8.2,3,310.72,11.0,1,1,4.9,171,Luxury,2026-02-22 11:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.0871110849957398,0.98,0.8782941879373657,0.55,0.8367346938775508,1,1,1,1,0.8549581248716704,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
382,aisha ibrahim,Luxor,Exclusive Luxor Full-Day Experience,8.2,3,310.72,11.0,1,1,4.9,171,Luxury,2026-09-12 10:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.0871110849957398,0.98,0.8782941879373657,0.55,0.8367346938775508,1,1,1,1,0.8549581248716704,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
383,aisha ibrahim,Luxor,Exclusive Luxor Full-Day Experience,8.2,3,310.72,11.0,1,1,4.9,171,Luxury,2026-06-26 15:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.0871110849957398,0.98,0.8782941879373657,0.55,0.8367346938775508,1,1,1,1,0.8549581248716704,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
384,aisha ibrahim,Luxor,Exclusive Luxor Full-Day Experience,8.2,3,310.72,11.0,1,1,4.9,171,Luxury,2026-06-23 16:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.0871110849957398,0.98,0.8782941879373657,0.55,0.8367346938775508,1,1,1,1,0.8549581248716704,Explore the best of Alexandria with an expert guide. Discover historical sites and hidden gems.
385,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-06-26 16:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
386,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-02-27 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
387,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-02-25 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
388,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-09-25 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
389,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-04-24 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
390,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-04-10 16:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
391,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-03-13 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
392,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-03-07 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
393,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-02-28 08:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
394,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-06-26 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
395,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-06-24 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
396,sara mostafa,Aswan,VIP Aswan & Abu Simbel Grand Combo,8.4,2,234.34,20.0,1,1,4.7,143,Luxury,2026-06-15 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.2944116584367096,0.94,0.8479772354906038,1.0,0.8400000000000001,1,1,1,1,0.854435474716322,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
397,khaled hassan,Cairo,Helicopter Panorama Over the Pyramids,6.9,6,249.47,18.0,1,1,4.8,168,Luxury,2026-02-26 10:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.2679441281765361,0.96,0.8752919010052937,0.9,0.7263157894736842,1,1,1,1,0.8542489670163453,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
398,khaled hassan,Cairo,Helicopter Panorama Over the Pyramids,6.9,6,249.47,18.0,1,1,4.8,168,Luxury,2026-03-07 16:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.2679441281765361,0.96,0.8752919010052937,0.9,0.7263157894736842,1,1,1,1,0.8542489670163453,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
399,khaled hassan,Cairo,Helicopter Panorama Over the Pyramids,6.9,6,249.47,18.0,1,1,4.8,168,Luxury,2026-07-04 08:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.2679441281765361,0.96,0.8752919010052937,0.9,0.7263157894736842,1,1,1,1,0.8542489670163453,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
400,khaled hassan,Cairo,Helicopter Panorama Over the Pyramids,6.9,6,249.47,18.0,1,1,4.8,168,Luxury,2026-02-25 08:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.2679441281765361,0.96,0.8752919010052937,0.9,0.7263157894736842,1,1,1,1,0.8542489670163453,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
401,khaled hassan,Cairo,Helicopter Panorama Over the Pyramids,6.9,6,249.47,18.0,1,1,4.8,168,Luxury,2026-07-21 10:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.2679441281765361,0.96,0.8752919010052937,0.9,0.7263157894736842,1,1,1,1,0.8542489670163453,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
402,khaled hassan,Cairo,Helicopter Panorama Over the Pyramids,6.9,6,249.47,18.0,1,1,4.8,168,Luxury,2026-12-26 11:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.2679441281765361,0.96,0.8752919010052937,0.9,0.7263157894736842,1,1,1,1,0.8542489670163453,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
403,khaled hassan,Cairo,Helicopter Panorama Over the Pyramids,6.9,6,249.47,18.0,1,1,4.8,168,Luxury,2026-06-22 10:00:00,Limited accessibility,"Arabic, English, Spanish",1,0,1,1,0.2679441281765361,0.96,0.8752919010052937,0.9,0.7263157894736842,1,1,1,1,0.8542489670163453,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
404,ali ibrahim,Luxor,Royal Tombs & Hatshepsut Private Tour,8.5,4,330.92,19.0,1,1,5.0,150,Luxury,2026-02-17 10:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.0277639039868378,1.0,0.8560762405436927,0.95,0.8673469387755102,1,1,1,1,0.853530144412158,Explore the best of Sharm El Sheikh with an expert guide. Discover historical sites and hidden gems.
405,ali ibrahim,Luxor,Royal Tombs & Hatshepsut Private Tour,8.5,4,330.92,19.0,1,1,5.0,150,Luxury,2026-04-27 08:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.0277639039868378,1.0,0.8560762405436927,0.95,0.8673469387755102,1,1,1,1,0.853530144412158,Explore the best of Sharm El Sheikh with an expert guide. Discover historical sites and hidden gems.
406,ali ibrahim,Luxor,Royal Tombs & Hatshepsut Private Tour,8.5,4,330.92,19.0,1,1,5.0,150,Luxury,2026-02-18 08:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.0277639039868378,1.0,0.8560762405436927,0.95,0.8673469387755102,1,1,1,1,0.853530144412158,Explore the best of Sharm El Sheikh with an expert guide. Discover historical sites and hidden gems.
407,ali ibrahim,Luxor,Royal Tombs & Hatshepsut Private Tour,8.5,4,330.92,19.0,1,1,5.0,150,Luxury,2026-07-12 15:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.0277639039868378,1.0,0.8560762405436927,0.95,0.8673469387755102,1,1,1,1,0.853530144412158,Explore the best of Sharm El Sheikh with an expert guide. Discover historical sites and hidden gems.
408,ali ibrahim,Luxor,Royal Tombs & Hatshepsut Private Tour,8.5,4,330.92,19.0,1,1,5.0,150,Luxury,2026-10-15 08:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.0277639039868378,1.0,0.8560762405436927,0.95,0.8673469387755102,1,1,1,1,0.853530144412158,Explore the best of Sharm El Sheikh with an expert guide. Discover historical sites and hidden gems.
409,ali ibrahim,Luxor,Royal Tombs & Hatshepsut Private Tour,8.5,4,330.92,19.0,1,1,5.0,150,Luxury,2026-03-05 11:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.0277639039868378,1.0,0.8560762405436927,0.95,0.8673469387755102,1,1,1,1,0.853530144412158,Explore the best of Sharm El Sheikh with an expert guide. Discover historical sites and hidden gems.
410,ali ibrahim,Luxor,Royal Tombs & Hatshepsut Private Tour,8.5,4,330.92,19.0,1,1,5.0,150,Luxury,2026-06-12 09:00:00,Wheelchair accessible,"Arabic, English, German",1,0,1,1,0.0277639039868378,1.0,0.8560762405436927,0.95,0.8673469387755102,1,1,1,1,0.853530144412158,Explore the best of Sharm El Sheikh with an expert guide. Discover historical sites and hidden gems.
411,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-04-04 10:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
412,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-07-03 16:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
413,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-09-05 08:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
414,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-12-05 09:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
415,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-03-14 14:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
416,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-06-16 16:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
417,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-09-18 16:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
418,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-07-26 09:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
419,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-04-08 16:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
420,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-04-15 14:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
421,sara hassan,Cairo,Private Pyramids Sunrise Experience,6.3,3,249.58,13.0,1,1,5.0,131,Luxury,2026-02-25 16:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.2676213392804741,1.0,0.8331308695472006,0.65,0.6631578947368421,1,1,1,1,0.8513606407885317,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
422,fatma mostafa,Aswan,Exclusive Aswan Full-Day VIP Tour,7.3,6,217.0,20.0,1,1,4.7,143,Luxury,2026-06-21 11:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.346621702998916,0.94,0.8479772354906038,1.0,0.73,1,1,1,1,0.8486564791725425,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
423,fatma mostafa,Aswan,Exclusive Aswan Full-Day VIP Tour,7.3,6,217.0,20.0,1,1,4.7,143,Luxury,2026-03-13 14:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.346621702998916,0.94,0.8479772354906038,1.0,0.73,1,1,1,1,0.8486564791725425,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
424,fatma mostafa,Aswan,Exclusive Aswan Full-Day VIP Tour,7.3,6,217.0,20.0,1,1,4.7,143,Luxury,2026-10-23 15:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.346621702998916,0.94,0.8479772354906038,1.0,0.73,1,1,1,1,0.8486564791725425,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
425,fatma mostafa,Aswan,Exclusive Aswan Full-Day VIP Tour,7.3,6,217.0,20.0,1,1,4.7,143,Luxury,2026-12-19 10:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.346621702998916,0.94,0.8479772354906038,1.0,0.73,1,1,1,1,0.8486564791725425,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
426,fatma mostafa,Aswan,Exclusive Aswan Full-Day VIP Tour,7.3,6,217.0,20.0,1,1,4.7,143,Luxury,2026-03-06 09:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.346621702998916,0.94,0.8479772354906038,1.0,0.73,1,1,1,1,0.8486564791725425,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
427,fatma mostafa,Aswan,Exclusive Aswan Full-Day VIP Tour,7.3,6,217.0,20.0,1,1,4.7,143,Luxury,2026-06-07 10:00:00,Limited accessibility,"Arabic, English, German",1,0,1,1,0.346621702998916,0.94,0.8479772354906038,1.0,0.73,1,1,1,1,0.8486564791725425,Explore the best of Aswan with an expert guide. Discover historical sites and hidden gems.
428,aisha ali,Aswan,VIP Aswan & Abu Simbel Grand Combo,9.9,5,294.1,12.0,1,1,4.7,132,Luxury,2026-09-28 10:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.1144766951704202,0.94,0.8344186158234878,0.6,0.99,1,1,1,1,0.8480523234729138,Explore the best of Marsa Alam with an expert guide. Discover historical sites and hidden gems.
429,aisha ali,Aswan,VIP Aswan & Abu Simbel Grand Combo,9.9,5,294.1,12.0,1,1,4.7,132,Luxury,2026-02-07 11:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.1144766951704202,0.94,0.8344186158234878,0.6,0.99,1,1,1,1,0.8480523234729138,Explore the best of Marsa Alam with an expert guide. Discover historical sites and hidden gems.
430,aisha ali,Aswan,VIP Aswan & Abu Simbel Grand Combo,9.9,5,294.1,12.0,1,1,4.7,132,Luxury,2026-07-05 16:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.1144766951704202,0.94,0.8344186158234878,0.6,0.99,1,1,1,1,0.8480523234729138,Explore the best of Marsa Alam with an expert guide. Discover historical sites and hidden gems.
431,aisha ali,Aswan,VIP Aswan & Abu Simbel Grand Combo,9.9,5,294.1,12.0,1,1,4.7,132,Luxury,2026-10-26 16:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.1144766951704202,0.94,0.8344186158234878,0.6,0.99,1,1,1,1,0.8480523234729138,Explore the best of Marsa Alam with an expert guide. Discover historical sites and hidden gems.
432,aisha ali,Aswan,VIP Aswan & Abu Simbel Grand Combo,9.9,5,294.1,12.0,1,1,4.7,132,Luxury,2026-02-18 11:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.1144766951704202,0.94,0.8344186158234878,0.6,0.99,1,1,1,1,0.8480523234729138,Explore the best of Marsa Alam with an expert guide. Discover historical sites and hidden gems.
433,fatma ali,Sharm El Sheikh,Luxury Sinai & Sea Private Grand Tour,8.5,3,313.55,12.0,1,1,4.8,158,Luxury,2026-12-05 10:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.0927897691105839,0.96,0.864884677404708,0.6,0.8585858585858586,1,1,1,1,0.8473587321208211,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
434,fatma ali,Sharm El Sheikh,Luxury Sinai & Sea Private Grand Tour,8.5,3,313.55,12.0,1,1,4.8,158,Luxury,2026-03-18 10:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.0927897691105839,0.96,0.864884677404708,0.6,0.8585858585858586,1,1,1,1,0.8473587321208211,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
435,fatma ali,Sharm El Sheikh,Luxury Sinai & Sea Private Grand Tour,8.5,3,313.55,12.0,1,1,4.8,158,Luxury,2026-04-11 16:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.0927897691105839,0.96,0.864884677404708,0.6,0.8585858585858586,1,1,1,1,0.8473587321208211,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
436,fatma ali,Sharm El Sheikh,Luxury Sinai & Sea Private Grand Tour,8.5,3,313.55,12.0,1,1,4.8,158,Luxury,2026-12-05 16:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.0927897691105839,0.96,0.864884677404708,0.6,0.8585858585858586,1,1,1,1,0.8473587321208211,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
437,fatma ali,Sharm El Sheikh,Luxury Sinai & Sea Private Grand Tour,8.5,3,313.55,12.0,1,1,4.8,158,Luxury,2026-07-24 09:00:00,Limited accessibility,"Arabic, English, French",1,0,1,1,0.0927897691105839,0.96,0.864884677404708,0.6,0.8585858585858586,1,1,1,1,0.8473587321208211,Explore the best of Cairo with an expert guide. Discover historical sites and hidden gems.
438,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-12-21 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
439,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-03-06 16:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
440,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-06-14 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
441,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-02-17 15:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
442,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-06-16 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
443,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-12-27 14:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
444,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-09-17 11:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
445,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-10-10 09:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
446,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-09-14 16:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
447,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-04-25 10:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
448,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-04-04 08:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
449,sara mostafa,Hurghada,Exclusive Giftun Island Private Boat,9.8,5,343.56,10.0,1,1,4.9,115,Luxury,2026-09-18 16:00:00,Wheelchair accessible,"Arabic, English, Spanish",1,0,1,1,0.0,0.98,0.8110840439928649,0.5,1.0,1,1,1,1,0.8457710109982163,Explore the best of Giza with an expert guide. Discover historical sites and hidden gems.
450,sara ibrahim,Luxor,Private Karnak Sound & Light Dinner,7.0,2,179.57,14.0,1,1,5.0,62,Luxury,2026-07-04 09:00:00,Wheelchair accessible,"Arabic, English, French",1,0,1,1,0.4724270646649234,1.0,0.7069247313275021,0.7,0.7142857142857142,1,1,1,1,0.8454024607269391,Explore the best of Luxor with an expert guide. Discover historical sites and hidden gems.
451,sara ibrahim,Luxor,Private Karnak Sound & Light Dinner,7.0,2,179.57,14.0,1,1,5.0,62,Luxury,2026-10-09 14:00:00,Wheelchair accessible,"Arabic, English, French",1,0,1,1,0.4724270646649234,1.0,0.7069247313275021,0.7,0.7142857142857142,1,1,1,1,0.8454024607269391,Explore the best of Luxor with an expert guide. Discover historical sites and hidden gems.
452,sara ibrahim,Luxor,Private Karnak Sound & Light Dinner,7.0,2,179.57,14.0,1,1,5.0,62,Luxury,2026-03-14 10:00:00,Wheelchair accessible,"Arabic, English, French",1,0,1,1,0.4724270646649234,1.0,0.7069247313275021,0.7,0.7142857142857142,1,1,1,1,0.8454024607269391,Explore the best of Luxor with an expert guide. Discover historical sites and hidden gems.
